"","id","prob","algo","N","O","repl","acc.test.mean","ber.test.mean","multiclass.gmean.test.mean","timetrain.test.mean","timepredict.test.mean","timeboth.test.mean","Q","C","M"
"8001",8001,"t_767_analcatdata_apnea1","classif.JRip",5,3,1,0.943262411347518,0.150232288037166,0.830677468481103,0.1718,0.0942000000000001,0.266,NA,NA,NA
"8002",8002,"t_767_analcatdata_apnea1","classif.JRip",1,4,1,0.945338507743523,0.150174216027875,0.836440498827056,0.1798,0.0787999999999999,0.2586,NA,NA,NA
"8003",8003,"t_767_analcatdata_apnea1","classif.JRip",2,4,1,0.943484042553192,0.154790940766551,0.821472741906927,0.1749,0.0884999999999998,0.2634,NA,NA,NA
"8004",8004,"t_767_analcatdata_apnea1","classif.JRip",3,4,1,0.945212765957447,0.150174216027875,0.837573809298732,0.1428,0.0686000000000001,0.2114,NA,NA,NA
"8005",8005,"t_767_analcatdata_apnea1","classif.JRip",4,4,1,0.940909502098712,0.152613240418118,0.832552586656986,0.1603,0.0855999999999998,0.2459,NA,NA,NA
"8006",8006,"t_767_analcatdata_apnea1","classif.JRip",5,4,1,0.936879432624113,0.173983739837398,0.808327552239881,0.1734,0.0803,0.2537,NA,NA,NA
"8007",8007,"t_767_analcatdata_apnea1","classif.JRip",1,5,1,0.94290780141844,0.153774680603949,0.827295873690156,0.1771,0.0724000000000001,0.2495,NA,NA,NA
"8008",8008,"t_767_analcatdata_apnea1","classif.JRip",2,5,1,0.936879432624113,0.162137049941928,0.820224366592305,0.1692,0.0904000000000003,0.259600000000001,NA,NA,NA
"8009",8009,"t_767_analcatdata_apnea1","classif.JRip",3,5,1,0.943306737588652,0.144163763066202,0.843954530441907,0.1972,0.0921,0.2893,NA,NA,NA
"8010",8010,"t_767_analcatdata_apnea1","classif.JRip",4,5,1,0.943085106382979,0.151335656213705,0.831686623184684,0.1885,0.0837999999999999,0.2723,NA,NA,NA
"8011",8011,"t_767_analcatdata_apnea1","classif.JRip",5,5,1,0.943262411347518,0.157288037166086,0.828958496539232,0.1618,0.0649000000000002,0.2267,NA,NA,NA
"8012",8012,"t_767_analcatdata_apnea1","classif.bayesNet",NA,NA,1,0.930491026197713,0.235772357723577,0.716056473872503,0.1323,0.0868999999999999,0.2192,"weka.classifiers.bayes.net.search.local.K2",NA,NA
"8013",8013,"t_767_analcatdata_apnea1","classif.bayesNet",NA,NA,1,0.930452127659575,0.234610917537747,0.715150029984365,0.1327,0.0897999999999999,0.2225,"weka.classifiers.bayes.net.search.local.HillClimber",NA,NA
"8014",8014,"t_767_analcatdata_apnea1","classif.bayesNet",NA,NA,1,0.930629432624113,0.235743321718931,0.722504517129881,0.1337,0.0824,0.2161,"weka.classifiers.bayes.net.search.local.LAGDHillClimber",NA,NA
"8015",8015,"t_767_analcatdata_apnea1","classif.bayesNet",NA,NA,1,0.930363475177305,0.235859465737515,0.684614785909571,0.1178,0.0759,0.1937,"weka.classifiers.bayes.net.search.local.SimulatedAnnealing",NA,NA
"8016",8016,"t_767_analcatdata_apnea1","classif.bayesNet",NA,NA,1,0.930673758865248,0.236991869918699,0.710677912697388,0.1303,0.0870000000000002,0.2173,"weka.classifiers.bayes.net.search.local.TabuSearch",NA,NA
"8017",8017,"t_767_analcatdata_apnea1","classif.bayesNet",NA,NA,1,0.930496453900709,0.235830429732869,0.725865093286225,0.1065,0.0737999999999999,0.1803,"weka.classifiers.bayes.net.search.local.TAN",NA,NA
"8018",8018,"t_767_analcatdata_apnea1","classif.J48",NA,NA,1,0.947248154580981,0.157288037166086,0.81550086122904,0.1309,0.0845000000000001,0.2154,NA,0.1,1
"8019",8019,"t_767_analcatdata_apnea1","classif.J48",NA,NA,1,0.943085106382979,0.158507549361208,0.82565700159918,0.1314,0.0848999999999999,0.2163,NA,0.1,2
"8020",8020,"t_767_analcatdata_apnea1","classif.J48",NA,NA,1,0.940735815602837,0.183507549361208,0.782467545437553,0.1291,0.0869000000000001,0.216,NA,0.1,4
"8021",8021,"t_767_analcatdata_apnea1","classif.J48",NA,NA,1,0.947340425531915,0.156039488966318,0.826364126299144,0.1347,0.0896,0.2243,NA,0.1,8
"8022",8022,"t_767_analcatdata_apnea1","classif.J48",NA,NA,1,0.944991134751773,0.156155632984901,0.821340398348921,0.1352,0.0898,0.225,NA,0.1,16
"8023",8023,"t_767_analcatdata_apnea1","classif.J48",NA,NA,1,0.94729609929078,0.158449477351916,0.813814682152192,0.1285,0.0826999999999998,0.2112,NA,0.1,32
"8024",8024,"t_767_analcatdata_apnea1","classif.J48",NA,NA,1,0.947288862353452,0.153716608594657,0.826846360755183,0.1251,0.0884,0.2135,NA,0.1,64
"8025",8025,"t_767_analcatdata_apnea1","classif.J48",NA,NA,1,0.94738475177305,0.150116144018583,0.837357403890821,0.1289,0.0928000000000001,0.2217,NA,0.15,1
"8026",8026,"t_767_analcatdata_apnea1","classif.J48",NA,NA,1,0.945079787234043,0.159639953542393,0.820847304201799,0.1265,0.0819,0.2084,NA,0.15,2
"8027",8027,"t_767_analcatdata_apnea1","classif.J48",NA,NA,1,0.947074468085106,0.158478513356562,0.822276227891192,0.1334,0.0863,0.2197,NA,0.15,4
"8028",8028,"t_767_analcatdata_apnea1","classif.J48",NA,NA,1,0.936879432624113,0.191811846689895,0.766855285399108,0.1304,0.0926000000000001,0.223,NA,0.15,8
"8029",8029,"t_767_analcatdata_apnea1","classif.J48",NA,NA,1,0.941129324070054,0.181039488966318,0.794393676593149,0.1278,0.0856999999999999,0.2135,NA,0.15,16
"8030",8030,"t_767_analcatdata_apnea1","classif.J48",NA,NA,1,0.947249963815313,0.157229965156794,0.82307672575212,0.1334,0.0861,0.2195,NA,0.15,32
"8031",8031,"t_767_analcatdata_apnea1","classif.J48",NA,NA,1,0.945294181502388,0.154965156794425,0.825378212762623,0.1254,0.0817,0.2071,NA,0.15,64
"8032",8032,"t_767_analcatdata_apnea1","classif.J48",NA,NA,1,0.947334997828919,0.154936120789779,0.828113179548464,0.1308,0.0897999999999999,0.2206,NA,0.2,1
"8033",8033,"t_767_analcatdata_apnea1","classif.J48",NA,NA,1,0.947379324070054,0.156068524970964,0.823707310457426,0.1288,0.0911,0.2199,NA,0.2,2
"8034",8034,"t_767_analcatdata_apnea1","classif.J48",NA,NA,1,0.945212765957447,0.159668989547038,0.824409134253182,0.1414,0.094,0.2354,NA,0.2,4
"8035",8035,"t_767_analcatdata_apnea1","classif.J48",NA,NA,1,0.947249963815313,0.158478513356562,0.82190484985575,0.1268,0.0827999999999998,0.2096,NA,0.2,8
"8036",8036,"t_767_analcatdata_apnea1","classif.J48",NA,NA,1,0.947473404255319,0.154878048780488,0.831018131643861,0.1407,0.0867000000000001,0.2274,NA,0.2,16
"8037",8037,"t_767_analcatdata_apnea1","classif.J48",NA,NA,1,0.945382833984658,0.157229965156794,0.826794171342824,0.1282,0.0910000000000002,0.2192,NA,0.2,32
"8038",8038,"t_767_analcatdata_apnea1","classif.J48",NA,NA,1,0.945168439716312,0.157375145180023,0.824535920227858,0.1174,0.0744,0.1918,NA,0.2,64
"8039",8039,"t_767_analcatdata_apnea1","classif.J48",NA,NA,1,0.947336807063251,0.15725900116144,0.827172179462964,0.1235,0.0869000000000001,0.2104,NA,0.25,1
"8040",8040,"t_767_analcatdata_apnea1","classif.J48",NA,NA,1,0.945122304240845,0.158478513356562,0.826391903781785,0.1373,0.0938000000000001,0.2311,NA,0.25,2
"8041",8041,"t_767_analcatdata_apnea1","classif.J48",NA,NA,1,0.947467976552323,0.154878048780488,0.827272124946882,0.1304,0.0889000000000002,0.2193,NA,0.25,4
"8042",8042,"t_767_analcatdata_apnea1","classif.J48",NA,NA,1,0.945168439716312,0.159668989547038,0.817476097560635,0.128,0.0935,0.2215,NA,0.25,8
"8043",8043,"t_767_analcatdata_apnea1","classif.J48",NA,NA,1,0.945212765957447,0.151335656213705,0.834438096160387,0.133,0.0829999999999997,0.216,NA,0.25,16
"8044",8044,"t_767_analcatdata_apnea1","classif.J48",NA,NA,1,0.947379324070054,0.154878048780488,0.830618910600823,0.1403,0.0888999999999999,0.2292,NA,0.25,32
"8045",8045,"t_767_analcatdata_apnea1","classif.J48",NA,NA,1,0.943262411347518,0.171457607433217,0.805926381513027,0.1365,0.0952999999999999,0.2318,NA,0.25,64
"8046",8046,"t_767_analcatdata_apnea1","classif.J48",NA,NA,1,0.947340425531915,0.156068524970964,0.827852726016824,0.1242,0.0778999999999999,0.2021,NA,0.3,1
"8047",8047,"t_767_analcatdata_apnea1","classif.J48",NA,NA,1,0.94738475177305,0.148983739837398,0.838531754289555,0.1421,0.094,0.2361,NA,0.3,2
"8048",8048,"t_767_analcatdata_apnea1","classif.J48",NA,NA,1,0.94507797799971,0.159668989547038,0.821275313283969,0.1531,0.0964,0.2495,NA,0.3,4
"8049",8049,"t_767_analcatdata_apnea1","classif.J48",NA,NA,1,0.947251773049645,0.154936120789779,0.822966723354306,0.1374,0.0993,0.2367,NA,0.3,8
"8050",8050,"t_767_analcatdata_apnea1","classif.J48",NA,NA,1,0.947292480822116,0.15609756097561,0.827953430984456,0.1511,0.1018,0.2529,NA,0.3,16
"8051",8051,"t_767_analcatdata_apnea1","classif.J48",NA,NA,1,0.94738475177305,0.15609756097561,0.824653812738421,0.1437,0.0912000000000001,0.2349,NA,0.3,32
"8052",8052,"t_767_analcatdata_apnea1","classif.J48",NA,NA,1,0.941223404255319,0.159610917537747,0.827424772170991,0.1514,0.1061,0.2575,NA,0.3,64
"8053",8053,"t_768_fri_c3_100_25","classif.JRip",1,1,1,0.702020202020202,0.309166666666667,0.660261559013839,0.1643,0.0904999999999999,0.2548,NA,NA,NA
"8054",8054,"t_768_fri_c3_100_25","classif.JRip",2,1,1,0.57020202020202,0.4275,0.526413675238315,0.153,0.0865999999999999,0.2396,NA,NA,NA
"8055",8055,"t_768_fri_c3_100_25","classif.JRip",3,1,1,0.638787878787879,0.3675,0.620425877473881,0.1639,0.0866,0.2505,NA,NA,NA
"8056",8056,"t_768_fri_c3_100_25","classif.JRip",4,1,1,0.663434343434343,0.34,0.639536210008475,0.1608,0.0971000000000002,0.2579,NA,NA,NA
"8057",8057,"t_768_fri_c3_100_25","classif.JRip",5,1,1,0.667070707070707,0.339166666666667,0.623285493624441,0.1537,0.0875,0.2412,NA,NA,NA
"8058",8058,"t_768_fri_c3_100_25","classif.JRip",1,2,1,0.687272727272727,0.314166666666667,0.676558951276045,0.1684,0.0937000000000001,0.2621,NA,NA,NA
"8059",8059,"t_768_fri_c3_100_25","classif.JRip",2,2,1,0.672020202020202,0.3375,0.598647567017319,0.1607,0.0869000000000001,0.2476,NA,NA,NA
"8060",8060,"t_768_fri_c3_100_25","classif.JRip",3,2,1,0.675757575757576,0.333333333333333,0.622123818332507,0.1542,0.0700000000000001,0.2242,NA,NA,NA
"8061",8061,"t_768_fri_c3_100_25","classif.JRip",4,2,1,0.653434343434343,0.346666666666667,0.625832601538394,0.1575,0.0853999999999999,0.2429,NA,NA,NA
"8062",8062,"t_768_fri_c3_100_25","classif.JRip",5,2,1,0.61,0.416666666666667,0.447444399027922,0.1427,0.0912000000000002,0.2339,NA,NA,NA
"8063",8063,"t_768_fri_c3_100_25","classif.JRip",1,3,1,0.621616161616162,0.373333333333333,0.605995505067246,0.1528,0.0832000000000003,0.236000000000001,NA,NA,NA
"8064",8064,"t_768_fri_c3_100_25","classif.JRip",2,3,1,0.691414141414141,0.315833333333333,0.670794767171253,0.1417,0.0692000000000002,0.2109,NA,NA,NA
"8065",8065,"t_768_fri_c3_100_25","classif.JRip",3,3,1,0.69949494949495,0.310833333333333,0.676092212727119,0.1499,0.081,0.2309,NA,NA,NA
"8066",8066,"t_768_fri_c3_100_25","classif.JRip",4,3,1,0.605050505050505,0.4025,0.560774111625454,0.1658,0.0912999999999999,0.2571,NA,NA,NA
"8067",8067,"t_768_fri_c3_100_25","classif.JRip",5,3,1,0.673333333333333,0.33,0.60915407728573,0.1373,0.0904000000000003,0.2277,NA,NA,NA
"8068",8068,"t_768_fri_c3_100_25","classif.JRip",1,4,1,0.727676767676768,0.2775,0.698142092720443,0.1555,0.0846000000000003,0.2401,NA,NA,NA
"8069",8069,"t_768_fri_c3_100_25","classif.JRip",2,4,1,0.656161616161616,0.351666666666667,0.593660869112619,0.1683,0.0861000000000001,0.2544,NA,NA,NA
"8070",8070,"t_768_fri_c3_100_25","classif.JRip",3,4,1,0.608585858585859,0.409166666666667,0.505833717356687,0.16,0.0829999999999997,0.243,NA,NA,NA
"8071",8071,"t_768_fri_c3_100_25","classif.JRip",4,4,1,0.612626262626263,0.405833333333333,0.489346213993841,0.1699,0.0850000000000001,0.2549,NA,NA,NA
"8072",8072,"t_768_fri_c3_100_25","classif.JRip",5,4,1,0.677575757575758,0.329166666666667,0.655317631969662,0.178,0.0893000000000002,0.267300000000001,NA,NA,NA
"8073",8073,"t_768_fri_c3_100_25","classif.JRip",1,5,1,0.708888888888889,0.296666666666667,0.684459314709672,0.1625,0.0889,0.2514,NA,NA,NA
"8074",8074,"t_768_fri_c3_100_25","classif.JRip",2,5,1,0.696363636363636,0.314166666666667,0.664105373121089,0.1622,0.0933000000000003,0.2555,NA,NA,NA
"8075",8075,"t_768_fri_c3_100_25","classif.JRip",3,5,1,0.65050505050505,0.355,0.630607309251788,0.1412,0.0702999999999998,0.2115,NA,NA,NA
"8076",8076,"t_768_fri_c3_100_25","classif.JRip",4,5,1,0.681111111111111,0.3225,0.657755651618285,0.1589,0.0864,0.2453,NA,NA,NA
"8077",8077,"t_768_fri_c3_100_25","classif.JRip",5,5,1,0.615353535353535,0.388333333333333,0.572455850580078,0.1735,0.0868000000000001,0.2603,NA,NA,NA
"8078",8078,"t_768_fri_c3_100_25","classif.bayesNet",NA,NA,1,0.55030303030303,0.5,0,0.1552,0.1063,0.2615,"weka.classifiers.bayes.net.search.local.K2",NA,NA
"8079",8079,"t_768_fri_c3_100_25","classif.bayesNet",NA,NA,1,0.523030303030303,0.52,0,0.1663,0.0982999999999999,0.2646,"weka.classifiers.bayes.net.search.local.HillClimber",NA,NA
"8080",8080,"t_768_fri_c3_100_25","classif.bayesNet",NA,NA,1,0.532020202020202,0.516666666666667,0,0.171,0.1165,0.2875,"weka.classifiers.bayes.net.search.local.LAGDHillClimber",NA,NA
"8081",8081,"t_768_fri_c3_100_25","classif.bayesNet",NA,NA,1,0.55030303030303,0.5,0,0.1486,0.1006,0.2492,"weka.classifiers.bayes.net.search.local.SimulatedAnnealing",NA,NA
"8082",8082,"t_768_fri_c3_100_25","classif.bayesNet",NA,NA,1,0.55030303030303,0.5,0,0.1281,0.0881999999999998,0.2163,"weka.classifiers.bayes.net.search.local.TabuSearch",NA,NA
"8083",8083,"t_768_fri_c3_100_25","classif.bayesNet",NA,NA,1,0.55030303030303,0.496666666666667,0.0916397779494322,0.1636,0.1093,0.2729,"weka.classifiers.bayes.net.search.local.TAN",NA,NA
"8084",8084,"t_768_fri_c3_100_25","classif.J48",NA,NA,1,0.668888888888889,0.340833333333333,0.626771417147483,0.1757,0.1315,0.3072,NA,0.1,1
"8085",8085,"t_768_fri_c3_100_25","classif.J48",NA,NA,1,0.674242424242424,0.3275,0.650737437518658,0.1767,0.1272,0.3039,NA,0.1,2
"8086",8086,"t_768_fri_c3_100_25","classif.J48",NA,NA,1,0.695151515151515,0.316666666666667,0.655529808016385,0.1796,0.1129,0.2925,NA,0.1,4
"8087",8087,"t_768_fri_c3_100_25","classif.J48",NA,NA,1,0.734949494949495,0.2675,0.712030959068092,0.1751,0.1278,0.3029,NA,0.1,8
"8088",8088,"t_768_fri_c3_100_25","classif.J48",NA,NA,1,0.696262626262626,0.3,0.696050279630272,0.1517,0.1002,0.2519,NA,0.1,16
"8089",8089,"t_768_fri_c3_100_25","classif.J48",NA,NA,1,0.615454545454545,0.388333333333333,0.568786188738826,0.1732,0.113,0.2862,NA,0.1,32
"8090",8090,"t_768_fri_c3_100_25","classif.J48",NA,NA,1,0.712121212121212,0.295833333333333,0.672981886770746,0.1708,0.1261,0.2969,NA,0.1,64
"8091",8091,"t_768_fri_c3_100_25","classif.J48",NA,NA,1,0.77969696969697,0.223333333333333,0.766174369128908,0.1807,0.1175,0.2982,NA,0.15,1
"8092",8092,"t_768_fri_c3_100_25","classif.J48",NA,NA,1,0.66969696969697,0.319166666666667,0.658680400463858,0.181,0.113,0.294,NA,0.15,2
"8093",8093,"t_768_fri_c3_100_25","classif.J48",NA,NA,1,0.644949494949495,0.354166666666667,0.624208029541817,0.1773,0.1022,0.2795,NA,0.15,4
"8094",8094,"t_768_fri_c3_100_25","classif.J48",NA,NA,1,0.691515151515152,0.316666666666667,0.624871296047448,0.1587,0.1293,0.288,NA,0.15,8
"8095",8095,"t_768_fri_c3_100_25","classif.J48",NA,NA,1,0.735353535353535,0.268333333333333,0.717642139958086,0.194,0.1286,0.3226,NA,0.15,16
"8096",8096,"t_768_fri_c3_100_25","classif.J48",NA,NA,1,0.727373737373737,0.285,0.6111073765057,0.1808,0.0976999999999999,0.2785,NA,0.15,32
"8097",8097,"t_768_fri_c3_100_25","classif.J48",NA,NA,1,0.679494949494949,0.33,0.602388019852132,0.1801,0.1254,0.3055,NA,0.15,64
"8098",8098,"t_768_fri_c3_100_25","classif.J48",NA,NA,1,0.720505050505051,0.285,0.705762160941995,0.1958,0.1132,0.309,NA,0.2,1
"8099",8099,"t_768_fri_c3_100_25","classif.J48",NA,NA,1,0.672020202020202,0.3375,0.625649017341384,0.1823,0.1103,0.2926,NA,0.2,2
"8100",8100,"t_768_fri_c3_100_25","classif.J48",NA,NA,1,0.646565656565657,0.369166666666667,0.559262654177881,0.1773,0.1188,0.2961,NA,0.2,4
"8101",8101,"t_768_fri_c3_100_25","classif.J48",NA,NA,1,0.566767676767677,0.454166666666667,0.478743105493204,0.1837,0.1248,0.3085,NA,0.2,8
"8102",8102,"t_768_fri_c3_100_25","classif.J48",NA,NA,1,0.712020202020202,0.2925,0.694089553430251,0.1966,0.1329,0.3295,NA,0.2,16
"8103",8103,"t_768_fri_c3_100_25","classif.J48",NA,NA,1,0.746262626262626,0.261666666666667,0.722125408234658,0.1574,0.1105,0.2679,NA,0.2,32
"8104",8104,"t_768_fri_c3_100_25","classif.J48",NA,NA,1,0.703737373737374,0.295833333333333,0.688775977691825,0.1646,0.1326,0.2972,NA,0.2,64
"8105",8105,"t_768_fri_c3_100_25","classif.J48",NA,NA,1,0.775656565656566,0.225,0.764308657724824,0.1771,0.1188,0.2959,NA,0.25,1
"8106",8106,"t_768_fri_c3_100_25","classif.J48",NA,NA,1,0.615858585858586,0.390833333333333,0.589532833220252,0.1825,0.1098,0.2923,NA,0.25,2
"8107",8107,"t_768_fri_c3_100_25","classif.J48",NA,NA,1,0.675858585858586,0.333333333333333,0.646632427476029,0.1752,0.1293,0.3045,NA,0.25,4
"8108",8108,"t_768_fri_c3_100_25","classif.J48",NA,NA,1,0.66979797979798,0.328333333333333,0.655111569899923,0.1666,0.1091,0.2757,NA,0.25,8
"8109",8109,"t_768_fri_c3_100_25","classif.J48",NA,NA,1,0.693434343434343,0.314166666666667,0.651611455029063,0.186,0.1297,0.3157,NA,0.25,16
"8110",8110,"t_768_fri_c3_100_25","classif.J48",NA,NA,1,0.688080808080808,0.313333333333333,0.658816638236029,0.1658,0.1074,0.2732,NA,0.25,32
"8111",8111,"t_768_fri_c3_100_25","classif.J48",NA,NA,1,0.645050505050505,0.355833333333333,0.625782969362744,0.1757,0.1244,0.3001,NA,0.25,64
"8112",8112,"t_768_fri_c3_100_25","classif.J48",NA,NA,1,0.688989898989899,0.325833333333333,0.622833110818658,0.1739,0.1157,0.2896,NA,0.3,1
"8113",8113,"t_768_fri_c3_100_25","classif.J48",NA,NA,1,0.678080808080808,0.333333333333333,0.610485718097745,0.1961,0.1166,0.3127,NA,0.3,2
"8114",8114,"t_768_fri_c3_100_25","classif.J48",NA,NA,1,0.78010101010101,0.224166666666667,0.75781390871102,0.1748,0.1168,0.2916,NA,0.3,4
"8115",8115,"t_768_fri_c3_100_25","classif.J48",NA,NA,1,0.605959595959596,0.394166666666667,0.548420452603164,0.1838,0.11,0.2938,NA,0.3,8
"8116",8116,"t_768_fri_c3_100_25","classif.J48",NA,NA,1,0.642929292929293,0.36,0.590296373844384,0.1744,0.1331,0.3075,NA,0.3,16
"8117",8117,"t_768_fri_c3_100_25","classif.J48",NA,NA,1,0.713030303030303,0.293333333333333,0.691764502435197,0.1899,0.1094,0.2993,NA,0.3,32
"8118",8118,"t_768_fri_c3_100_25","classif.J48",NA,NA,1,0.771717171717172,0.225,0.760097996911248,0.1693,0.1008,0.2701,NA,0.3,64
"8119",8119,"t_769_fri_c1_250_50","classif.JRip",1,1,1,0.833448717948718,0.165155677655678,0.831107414142793,0.2491,0.115,0.3641,NA,NA,NA
"8120",8120,"t_769_fri_c1_250_50","classif.JRip",2,1,1,0.823858974358974,0.180536130536131,0.814862178667747,0.2447,0.1224,0.3671,NA,NA,NA
"8121",8121,"t_769_fri_c1_250_50","classif.JRip",3,1,1,0.844410256410256,0.15954045954046,0.838799773823593,0.2452,0.1227,0.367900000000001,NA,NA,NA
"8122",8122,"t_769_fri_c1_250_50","classif.JRip",4,1,1,0.843717948717949,0.158953546453546,0.836591086703208,0.2486,0.11,0.3586,NA,NA,NA
"8123",8123,"t_769_fri_c1_250_50","classif.JRip",5,1,1,0.837012820512821,0.166625041625042,0.828316588141747,0.2472,0.1128,0.36,NA,NA,NA
"8124",8124,"t_769_fri_c1_250_50","classif.JRip",1,2,1,0.847910256410256,0.158841158841159,0.835397095487587,0.2583,0.1169,0.3752,NA,NA,NA
"8125",8125,"t_769_fri_c1_250_50","classif.JRip",2,2,1,0.811230769230769,0.195837495837496,0.791264312601362,0.2441,0.1137,0.3578,NA,NA,NA
"8126",8126,"t_769_fri_c1_250_50","classif.JRip",3,2,1,0.852551282051282,0.148992673992674,0.849039833103764,0.2719,0.1131,0.385,NA,NA,NA
"8127",8127,"t_769_fri_c1_250_50","classif.JRip",4,2,1,0.846794871794872,0.160035797535798,0.82808376132143,0.2503,0.1111,0.3614,NA,NA,NA
"8128",8128,"t_769_fri_c1_250_50","classif.JRip",5,2,1,0.799858974358974,0.205606893106893,0.785581538159855,0.2464,0.1169,0.3633,NA,NA,NA
"8129",8129,"t_769_fri_c1_250_50","classif.JRip",1,3,1,0.803717948717949,0.198280885780886,0.794856118516984,0.25,0.1258,0.3758,NA,NA,NA
"8130",8130,"t_769_fri_c1_250_50","classif.JRip",2,3,1,0.851782051282051,0.150978188478188,0.843622946543812,0.2469,0.108,0.3549,NA,NA,NA
"8131",8131,"t_769_fri_c1_250_50","classif.JRip",3,3,1,0.836064102564103,0.171332833832834,0.818319333894244,0.2337,0.0986999999999999,0.3324,NA,NA,NA
"8132",8132,"t_769_fri_c1_250_50","classif.JRip",4,3,1,0.807397435897436,0.197148684648685,0.795827648604744,0.2677,0.1172,0.3849,NA,NA,NA
"8133",8133,"t_769_fri_c1_250_50","classif.JRip",5,3,1,0.859923076923077,0.143627206127206,0.850503865338794,0.2402,0.0875999999999999,0.3278,NA,NA,NA
"8134",8134,"t_769_fri_c1_250_50","classif.JRip",1,4,1,0.871769230769231,0.131618381618382,0.863989508447144,0.2442,0.0979000000000001,0.3421,NA,NA,NA
"8135",8135,"t_769_fri_c1_250_50","classif.JRip",2,4,1,0.847858974358974,0.154237429237429,0.843506417096407,0.2517,0.1179,0.3696,NA,NA,NA
"8136",8136,"t_769_fri_c1_250_50","classif.JRip",3,4,1,0.863730769230769,0.140055777555778,0.855368767745474,0.2353,0.1005,0.335799999999999,NA,NA,NA
"8137",8137,"t_769_fri_c1_250_50","classif.JRip",4,4,1,0.867782051282051,0.137791375291375,0.857988544309298,0.2466,0.114,0.360599999999999,NA,NA,NA
"8138",8138,"t_769_fri_c1_250_50","classif.JRip",5,4,1,0.831282051282051,0.173289210789211,0.821121458665025,0.2636,0.1205,0.384099999999999,NA,NA,NA
"8139",8139,"t_769_fri_c1_250_50","classif.JRip",1,5,1,0.792461538461538,0.213561438561439,0.7775827978101,0.2477,0.1186,0.3663,NA,NA,NA
"8140",8140,"t_769_fri_c1_250_50","classif.JRip",2,5,1,0.851935897435897,0.151789876789877,0.844742284089176,0.2427,0.1174,0.3601,NA,NA,NA
"8141",8141,"t_769_fri_c1_250_50","classif.JRip",3,5,1,0.843038461538462,0.163607226107226,0.828674542604142,0.2616,0.1274,0.389,NA,NA,NA
"8142",8142,"t_769_fri_c1_250_50","classif.JRip",4,5,1,0.843102564102564,0.159919247419247,0.837556989065352,0.2727,0.1261,0.3988,NA,NA,NA
"8143",8143,"t_769_fri_c1_250_50","classif.JRip",5,5,1,0.847076923076923,0.15511988011988,0.842044900839486,0.2643,0.1081,0.3724,NA,NA,NA
"8144",8144,"t_769_fri_c1_250_50","classif.bayesNet",NA,NA,1,0.823794871794872,0.18216366966367,0.812162700539857,0.2281,0.134599999999999,0.3627,"weka.classifiers.bayes.net.search.local.K2",NA,NA
"8145",8145,"t_769_fri_c1_250_50","classif.bayesNet",NA,NA,1,0.847410256410256,0.162637362637363,0.825049989393751,0.2256,0.1468,0.3724,"weka.classifiers.bayes.net.search.local.HillClimber",NA,NA
"8146",8146,"t_769_fri_c1_250_50","classif.bayesNet",NA,NA,1,0.852397435897436,0.15498667998668,0.839352987901711,0.2282,0.1337,0.3619,"weka.classifiers.bayes.net.search.local.LAGDHillClimber",NA,NA
"8147",8147,"t_769_fri_c1_250_50","classif.bayesNet",NA,NA,1,0.830217948717949,0.176061438561439,0.81789958178996,0.2511,0.1619,0.413,"weka.classifiers.bayes.net.search.local.SimulatedAnnealing",NA,NA
"8148",8148,"t_769_fri_c1_250_50","classif.bayesNet",NA,NA,1,0.840128205128205,0.167923742923743,0.826012455694462,0.2361,0.144,0.3801,"weka.classifiers.bayes.net.search.local.TabuSearch",NA,NA
"8149",8149,"t_769_fri_c1_250_50","classif.bayesNet",NA,NA,1,0.831730769230769,0.173081085581086,0.819930272178363,0.231,0.137,0.368,"weka.classifiers.bayes.net.search.local.TAN",NA,NA
"8150",8150,"t_769_fri_c1_250_50","classif.J48",NA,NA,1,0.863782051282051,0.137021312021312,0.861100878608726,0.2443,0.1341,0.3784,NA,0.1,1
"8151",8151,"t_769_fri_c1_250_50","classif.J48",NA,NA,1,0.892346153846154,0.108125208125208,0.889328700918281,0.228,0.1558,0.3838,NA,0.1,2
"8152",8152,"t_769_fri_c1_250_50","classif.J48",NA,NA,1,0.891923076923077,0.111917249417249,0.885682433944043,0.2158,0.1391,0.3549,NA,0.1,4
"8153",8153,"t_769_fri_c1_250_50","classif.J48",NA,NA,1,0.869051282051282,0.133941058941059,0.863018077349655,0.2215,0.1432,0.3647,NA,0.1,8
"8154",8154,"t_769_fri_c1_250_50","classif.J48",NA,NA,1,0.876423076923077,0.127185314685315,0.869500787860507,0.2255,0.1423,0.3678,NA,0.1,16
"8155",8155,"t_769_fri_c1_250_50","classif.J48",NA,NA,1,0.888564102564103,0.115005827505828,0.881534631887326,0.2328,0.1362,0.369,NA,0.1,32
"8156",8156,"t_769_fri_c1_250_50","classif.J48",NA,NA,1,0.875692307692308,0.125079087579088,0.87380543380715,0.2318,0.153,0.3848,NA,0.1,64
"8157",8157,"t_769_fri_c1_250_50","classif.J48",NA,NA,1,0.884282051282051,0.115164002664003,0.883067124575074,0.2019,0.1211,0.323,NA,0.15,1
"8158",8158,"t_769_fri_c1_250_50","classif.J48",NA,NA,1,0.88024358974359,0.120304695304695,0.878248009301027,0.2306,0.1379,0.368499999999999,NA,0.15,2
"8159",8159,"t_769_fri_c1_250_50","classif.J48",NA,NA,1,0.859589743589744,0.140509490509491,0.858810936454455,0.2289,0.1464,0.3753,NA,0.15,4
